É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/08/26 14:03:34

,,,,åFñ{,åFñ{,åFñ{,åFñ{
îN,åé,ì˙,éû,ãCâ∑(Åé),ìVãC,ç~êÖó (mm),ç~êÖó (mm)
,,,,,,,åªè€Ç»ÇµèÓïÒ
2023,6,27,12,29.1,2,0,1
2023,6,27,13,30.9,2,0,1
2023,6,27,14,31.1,4,0,1
2023,6,27,15,30.9,2,0,1
2023,6,27,16,31.5,2,0,1
2023,6,27,17,30.2,2,0,1
2023,6,27,18,29.1,4,0,1
2023,6,27,19,27.7,4,0,1
2023,6,27,20,27.2,4,0,1
2023,6,27,21,27.0,4,0,1
2023,6,27,22,26.9,4,0,1
2023,6,27,23,26.4,4,0,1
2023,6,27,24,26.2,4,0,1
2023,6,28,1,26.1,4,0,1
2023,6,28,2,26.5,4,0,1
2023,6,28,3,26.3,10,0.0,0
2023,6,28,4,25.7,10,0.0,0
2023,6,28,5,25.6,4,0.0,0
2023,6,28,6,25.6,4,0,1
2023,6,28,7,25.8,4,0,1
2023,6,28,8,27.8,4,0,1
2023,6,28,9,27.8,15,0.0,0
2023,6,28,10,27.6,15,0.0,0
2023,6,28,11,26.4,15,1.5,0
2023,6,28,12,26.2,10,10.0,0
2023,6,28,13,27.6,10,0.0,0
2023,6,28,14,28.0,10,0.0,0
2023,6,28,15,27.7,10,1.0,0
2023,6,28,16,27.9,4,0.0,0
2023,6,28,17,28.1,10,0.0,0
2023,6,28,18,25.9,10,4.0,0
2023,6,28,19,26.1,10,1.5,0
2023,6,28,20,26.0,4,0.0,0
2023,6,28,21,26.1,4,0,1
2023,6,28,22,26.0,4,0,1
2023,6,28,23,26.0,4,0,1
2023,6,28,24,26.0,10,0.0,0
2023,6,29,1,25.8,10,0.0,0
2023,6,29,2,25.6,10,0.5,0
2023,6,29,3,25.6,10,0.0,0
2023,6,29,4,25.6,4,0.0,0
2023,6,29,5,25.6,10,0.0,0
2023,6,29,6,25.7,10,1.0,0
2023,6,29,7,24.8,10,0.0,0
2023,6,29,8,25.6,4,0,1
2023,6,29,9,26.4,4,0,1
2023,6,29,10,28.1,4,0,1
2023,6,29,11,28.9,4,0.0,0
2023,6,29,12,28.7,4,0.0,0
2023,6,29,13,28.8,10,0.0,0
2023,6,29,14,30.6,4,0.0,0
2023,6,29,15,29.5,4,0,1
2023,6,29,16,29.3,10,0.0,0
2023,6,29,17,29.1,4,0.0,0
2023,6,29,18,28.2,4,0,1
2023,6,29,19,27.8,10,0.0,0
2023,6,29,20,27.1,4,0.0,0
2023,6,29,21,27.0,4,0.0,0
2023,6,29,22,27.2,10,0.0,0
2023,6,29,23,26.7,4,0.0,0
2023,6,29,24,27.0,4,0,1
2023,6,30,1,27.3,10,0.0,0
2023,6,30,2,27.0,10,0.0,0
2023,6,30,3,25.9,10,1.5,0
2023,6,30,4,26.4,15,0.5,0
2023,6,30,5,25.9,15,1.5,0
2023,6,30,6,26.1,10,1.5,0
2023,6,30,7,25.9,15,0.5,0
2023,6,30,8,26.1,10,0.0,0
2023,6,30,9,27.4,10,0.5,0
2023,6,30,10,26.8,10,0.5,0
2023,6,30,11,27.3,10,0.5,0
2023,6,30,12,26.8,10,1.5,0
2023,6,30,13,25.8,15,7.0,0
2023,6,30,14,25.7,10,13.5,0
2023,6,30,15,26.8,4,3.0,0
2023,6,30,16,25.7,10,11.5,0
2023,6,30,17,25.1,15,20.5,0
2023,6,30,18,25.2,10,2.5,0
2023,6,30,19,25.8,4,1.0,0
2023,6,30,20,26.3,4,0.5,0
2023,6,30,21,26.0,15,0.0,0
2023,6,30,22,26.1,10,0.0,0
2023,6,30,23,26.2,4,0.0,0
2023,6,30,24,26.5,10,0.0,0
